Year,Area_of_Residence,Sex,Age_at_Death,VALUE
2007,Youghal Town,Female,1 - 4 years,0.0
2007,Youghal Town,Female,5 - 9 years,0.0
2007,Youghal Town,Female,10 - 14 years,0.0
2007,Youghal Town,Female,15 - 19 years,0.0
2007,Youghal Town,Female,20 - 24 years,0.0
2007,Youghal Town,Female,25 - 29 years,0.0
2007,Youghal Town,Female,30 - 34 years,0.0
2007,Youghal Town,Female,35 - 39 years,0.0
2007,Youghal Town,Female,40 - 44 years,0.0
2007,Youghal Town,Female,45 - 49 years,1.0
2007,Youghal Town,Female,50 - 54 years,1.0
2007,Youghal Town,Female,55 - 59 years,2.0
2007,Youghal Town,Female,60 - 64 years,3.0
2007,Youghal Town,Female,65 - 69 years,2.0
2007,Youghal Town,Female,70 - 74 years,4.0
2007,Youghal Town,Female,75 - 79 years,5.0
2007,Youghal Town,Female,80 - 84 years,6.0
2007,Youghal Town,Female,85 years and over,5.0
2007,Youghal Town,Female,All ages,29.0
2007,Clonakilty Town,Both sexes,Under 1 year,0.0
2007,Clonakilty Town,Both sexes,1 - 4 years,0.0
2007,Clonakilty Town,Both sexes,5 - 9 years,0.0
2007,Clonakilty Town,Both sexes,10 - 14 years,0.0
2007,Clonakilty Town,Both sexes,15 - 19 years,1.0
2007,Clonakilty Town,Both sexes,20 - 24 years,1.0
2007,Clonakilty Town,Both sexes,25 - 29 years,0.0
2007,Clonakilty Town,Both sexes,30 - 34 years,2.0
2007,Clonakilty Town,Both sexes,35 - 39 years,0.0
2007,Clonakilty Town,Both sexes,40 - 44 years,1.0
2007,Clonakilty Town,Both sexes,45 - 49 years,2.0
2007,Clonakilty Town,Both sexes,50 - 54 years,0.0
2007,Clonakilty Town,Both sexes,55 - 59 years,2.0
2007,Clonakilty Town,Both sexes,60 - 64 years,0.0
2007,Clonakilty Town,Both sexes,65 - 69 years,2.0
2007,Clonakilty Town,Both sexes,70 - 74 years,7.0
2007,Clonakilty Town,Both sexes,75 - 79 years,10.0
2007,Clonakilty Town,Both sexes,80 - 84 years,8.0
2007,Clonakilty Town,Both sexes,85 years and over,13.0
2007,Clonakilty Town,Both sexes,All ages,49.0
2007,Clonakilty Town,Male,Under 1 year,0.0
2007,Clonakilty Town,Male,1 - 4 years,0.0
2007,Clonakilty Town,Male,5 - 9 years,0.0
2007,Clonakilty Town,Male,10 - 14 years,0.0
2007,Clonakilty Town,Male,15 - 19 years,1.0
2007,Clonakilty Town,Male,20 - 24 years,1.0
2007,Clonakilty Town,Male,25 - 29 years,0.0
2007,Clonakilty Town,Male,30 - 34 years,1.0
2007,Clonakilty Town,Male,35 - 39 years,0.0
2007,Clonakilty Town,Male,40 - 44 years,0.0
2007,Clonakilty Town,Male,45 - 49 years,2.0
2007,Clonakilty Town,Male,50 - 54 years,0.0
2007,Clonakilty Town,Male,55 - 59 years,1.0
2007,Clonakilty Town,Male,60 - 64 years,0.0
2007,Clonakilty Town,Male,65 - 69 years,2.0
2007,Clonakilty Town,Male,70 - 74 years,3.0
2007,Clonakilty Town,Male,75 - 79 years,4.0
2007,Clonakilty Town,Male,80 - 84 years,3.0
2007,Clonakilty Town,Male,85 years and over,2.0
2007,Clonakilty Town,Male,All ages,20.0
2007,Clonakilty Town,Female,Under 1 year,0.0
2007,Clonakilty Town,Female,1 - 4 years,0.0
2007,Clonakilty Town,Female,5 - 9 years,0.0
2007,Clonakilty Town,Female,10 - 14 years,0.0
2007,Clonakilty Town,Female,15 - 19 years,0.0
2007,Clonakilty Town,Female,20 - 24 years,0.0
2007,Clonakilty Town,Female,25 - 29 years,0.0
2007,Clonakilty Town,Female,30 - 34 years,1.0
2007,Clonakilty Town,Female,35 - 39 years,0.0
2007,Clonakilty Town,Female,40 - 44 years,1.0
2007,Clonakilty Town,Female,45 - 49 years,0.0
2007,Clonakilty Town,Female,50 - 54 years,0.0
2007,Clonakilty Town,Female,55 - 59 years,1.0
2007,Clonakilty Town,Female,60 - 64 years,0.0
2007,Clonakilty Town,Female,65 - 69 years,0.0
2007,Clonakilty Town,Female,70 - 74 years,4.0
2007,Clonakilty Town,Female,75 - 79 years,6.0
2007,Clonakilty Town,Female,80 - 84 years,5.0
2007,Clonakilty Town,Female,85 years and over,11.0
2007,Clonakilty Town,Female,All ages,29.0
2007,Skibbereen Town,Both sexes,Under 1 year,0.0
2007,Skibbereen Town,Both sexes,1 - 4 years,0.0
2007,Skibbereen Town,Both sexes,5 - 9 years,0.0
2007,Skibbereen Town,Both sexes,10 - 14 years,0.0
2007,Skibbereen Town,Both sexes,15 - 19 years,1.0
2007,Skibbereen Town,Both sexes,20 - 24 years,0.0
2007,Skibbereen Town,Both sexes,25 - 29 years,0.0
2007,Skibbereen Town,Both sexes,30 - 34 years,1.0
2007,Skibbereen Town,Both sexes,35 - 39 years,0.0
2007,Skibbereen Town,Both sexes,40 - 44 years,0.0
2007,Skibbereen Town,Both sexes,45 - 49 years,1.0
2007,Skibbereen Town,Both sexes,50 - 54 years,2.0
2007,Skibbereen Town,Both sexes,55 - 59 years,0.0
2007,Skibbereen Town,Both sexes,60 - 64 years,2.0
2007,Skibbereen Town,Both sexes,65 - 69 years,3.0
2007,Skibbereen Town,Both sexes,70 - 74 years,3.0
2007,Skibbereen Town,Both sexes,75 - 79 years,9.0
2007,Skibbereen Town,Both sexes,80 - 84 years,12.0
2007,Skibbereen Town,Both sexes,85 years and over,16.0
2007,Skibbereen Town,Both sexes,All ages,50.0
2007,Skibbereen Town,Male,Under 1 year,0.0
2007,Skibbereen Town,Male,1 - 4 years,0.0
2007,Skibbereen Town,Male,5 - 9 years,0.0
2007,Skibbereen Town,Male,10 - 14 years,0.0
2007,Skibbereen Town,Male,15 - 19 years,1.0
2007,Skibbereen Town,Male,20 - 24 years,0.0
2007,Skibbereen Town,Male,25 - 29 years,0.0
2007,Skibbereen Town,Male,30 - 34 years,1.0
2007,Skibbereen Town,Male,35 - 39 years,0.0
2007,Skibbereen Town,Male,40 - 44 years,0.0
2007,Skibbereen Town,Male,45 - 49 years,1.0
2007,Skibbereen Town,Male,50 - 54 years,2.0
2007,Skibbereen Town,Male,55 - 59 years,0.0
2007,Skibbereen Town,Male,60 - 64 years,0.0
2007,Skibbereen Town,Male,65 - 69 years,2.0
2007,Skibbereen Town,Male,70 - 74 years,3.0
2007,Skibbereen Town,Male,75 - 79 years,5.0
2007,Skibbereen Town,Male,80 - 84 years,5.0
2007,Skibbereen Town,Male,85 years and over,6.0
2007,Skibbereen Town,Male,All ages,26.0
2007,Skibbereen Town,Female,Under 1 year,0.0
2007,Skibbereen Town,Female,1 - 4 years,0.0
2007,Skibbereen Town,Female,5 - 9 years,0.0
2007,Skibbereen Town,Female,10 - 14 years,0.0
2007,Skibbereen Town,Female,15 - 19 years,0.0
2007,Skibbereen Town,Female,20 - 24 years,0.0
2007,Skibbereen Town,Female,25 - 29 years,0.0
2007,Skibbereen Town,Female,30 - 34 years,0.0
2007,Skibbereen Town,Female,35 - 39 years,0.0
2007,Skibbereen Town,Female,40 - 44 years,0.0
2007,Skibbereen Town,Female,45 - 49 years,0.0
2007,Skibbereen Town,Female,50 - 54 years,0.0
2007,Skibbereen Town,Female,55 - 59 years,0.0
2007,Skibbereen Town,Female,60 - 64 years,2.0
2007,Skibbereen Town,Female,65 - 69 years,1.0
2007,Skibbereen Town,Female,70 - 74 years,0.0
2007,Skibbereen Town,Female,75 - 79 years,4.0
2007,Skibbereen Town,Female,80 - 84 years,7.0
2007,Skibbereen Town,Female,85 years and over,10.0
2007,Skibbereen Town,Female,All ages,24.0
2007,Macroom Town,Both sexes,Under 1 year,0.0
2007,Macroom Town,Both sexes,1 - 4 years,0.0
2007,Macroom Town,Both sexes,5 - 9 years,0.0
2007,Macroom Town,Both sexes,10 - 14 years,0.0
2007,Macroom Town,Both sexes,15 - 19 years,0.0
2007,Macroom Town,Both sexes,20 - 24 years,1.0
2007,Macroom Town,Both sexes,25 - 29 years,0.0
2007,Macroom Town,Both sexes,30 - 34 years,0.0
2007,Macroom Town,Both sexes,35 - 39 years,1.0
2007,Macroom Town,Both sexes,40 - 44 years,0.0
2007,Macroom Town,Both sexes,45 - 49 years,0.0
2007,Macroom Town,Both sexes,50 - 54 years,0.0
2007,Macroom Town,Both sexes,55 - 59 years,1.0
2007,Macroom Town,Both sexes,60 - 64 years,3.0
2007,Macroom Town,Both sexes,65 - 69 years,3.0
2007,Macroom Town,Both sexes,70 - 74 years,9.0
2007,Macroom Town,Both sexes,75 - 79 years,12.0
2007,Macroom Town,Both sexes,80 - 84 years,6.0
2007,Macroom Town,Both sexes,85 years and over,14.0
2007,Macroom Town,Both sexes,All ages,50.0
2007,Macroom Town,Male,Under 1 year,0.0
2007,Macroom Town,Male,1 - 4 years,0.0
2007,Macroom Town,Male,5 - 9 years,0.0
2007,Macroom Town,Male,10 - 14 years,0.0
2007,Macroom Town,Male,15 - 19 years,0.0
2007,Macroom Town,Male,20 - 24 years,1.0
2007,Macroom Town,Male,25 - 29 years,0.0
2007,Macroom Town,Male,30 - 34 years,0.0
2007,Macroom Town,Male,35 - 39 years,1.0
2007,Macroom Town,Male,40 - 44 years,0.0
2007,Macroom Town,Male,45 - 49 years,0.0
2007,Macroom Town,Male,50 - 54 years,0.0
2007,Macroom Town,Male,55 - 59 years,1.0
2007,Macroom Town,Male,60 - 64 years,2.0
2007,Macroom Town,Male,65 - 69 years,2.0
2007,Macroom Town,Male,70 - 74 years,6.0
2007,Macroom Town,Male,75 - 79 years,5.0
2007,Macroom Town,Male,80 - 84 years,2.0
2007,Macroom Town,Male,85 years and over,3.0
2007,Macroom Town,Male,All ages,23.0
2007,Macroom Town,Female,Under 1 year,0.0
2007,Macroom Town,Female,1 - 4 years,0.0
2007,Macroom Town,Female,5 - 9 years,0.0
2007,Macroom Town,Female,10 - 14 years,0.0
2007,Macroom Town,Female,15 - 19 years,0.0
2007,Macroom Town,Female,20 - 24 years,0.0
2007,Macroom Town,Female,25 - 29 years,0.0
2007,Macroom Town,Female,30 - 34 years,0.0
2007,Macroom Town,Female,35 - 39 years,0.0
2007,Macroom Town,Female,40 - 44 years,0.0
2007,Macroom Town,Female,45 - 49 years,0.0
2007,Macroom Town,Female,50 - 54 years,0.0
2007,Macroom Town,Female,55 - 59 years,0.0
2007,Macroom Town,Female,60 - 64 years,1.0
2007,Macroom Town,Female,65 - 69 years,1.0
2007,Macroom Town,Female,70 - 74 years,3.0
2007,Macroom Town,Female,75 - 79 years,7.0
2007,Macroom Town,Female,80 - 84 years,4.0
2007,Macroom Town,Female,85 years and over,11.0
2007,Macroom Town,Female,All ages,27.0
2007,Mallow Town,Both sexes,Under 1 year,5.0
2007,Mallow Town,Both sexes,1 - 4 years,0.0
2007,Mallow Town,Both sexes,5 - 9 years,0.0
2007,Mallow Town,Both sexes,10 - 14 years,0.0
2007,Mallow Town,Both sexes,15 - 19 years,2.0
2007,Mallow Town,Both sexes,20 - 24 years,1.0
2007,Mallow Town,Both sexes,25 - 29 years,1.0
2007,Mallow Town,Both sexes,30 - 34 years,0.0
2007,Mallow Town,Both sexes,35 - 39 years,5.0
2007,Mallow Town,Both sexes,40 - 44 years,3.0
2007,Mallow Town,Both sexes,45 - 49 years,6.0
2007,Mallow Town,Both sexes,50 - 54 years,3.0
2007,Mallow Town,Both sexes,55 - 59 years,7.0
2007,Mallow Town,Both sexes,60 - 64 years,8.0
2007,Mallow Town,Both sexes,65 - 69 years,11.0
2007,Mallow Town,Both sexes,70 - 74 years,20.0
2007,Mallow Town,Both sexes,75 - 79 years,26.0
2007,Mallow Town,Both sexes,80 - 84 years,25.0
2007,Mallow Town,Both sexes,85 years and over,57.0
2007,Mallow Town,Both sexes,All ages,180.0
2007,Mallow Town,Male,Under 1 year,2.0
2007,Mallow Town,Male,1 - 4 years,0.0
2007,Mallow Town,Male,5 - 9 years,0.0
2007,Mallow Town,Male,10 - 14 years,0.0
2007,Mallow Town,Male,15 - 19 years,2.0
2007,Mallow Town,Male,20 - 24 years,1.0
2007,Mallow Town,Male,25 - 29 years,1.0
2007,Mallow Town,Male,30 - 34 years,0.0
2007,Mallow Town,Male,35 - 39 years,4.0
2007,Mallow Town,Male,40 - 44 years,2.0
2007,Mallow Town,Male,45 - 49 years,4.0
2007,Mallow Town,Male,50 - 54 years,3.0
2007,Mallow Town,Male,55 - 59 years,4.0
2007,Mallow Town,Male,60 - 64 years,3.0
2007,Mallow Town,Male,65 - 69 years,7.0
2007,Mallow Town,Male,70 - 74 years,12.0
2007,Mallow Town,Male,75 - 79 years,14.0
2007,Mallow Town,Male,80 - 84 years,16.0
2007,Mallow Town,Male,85 years and over,20.0
2007,Mallow Town,Male,All ages,95.0
2007,Mallow Town,Female,Under 1 year,3.0
2007,Mallow Town,Female,1 - 4 years,0.0
2007,Mallow Town,Female,5 - 9 years,0.0
2007,Mallow Town,Female,10 - 14 years,0.0
2007,Mallow Town,Female,15 - 19 years,0.0
2007,Mallow Town,Female,20 - 24 years,0.0
2007,Mallow Town,Female,25 - 29 years,0.0
2007,Mallow Town,Female,30 - 34 years,0.0
2007,Mallow Town,Female,35 - 39 years,1.0
2007,Mallow Town,Female,40 - 44 years,1.0
2007,Mallow Town,Female,45 - 49 years,2.0
2007,Mallow Town,Female,50 - 54 years,0.0
2007,Mallow Town,Female,55 - 59 years,3.0
2007,Mallow Town,Female,60 - 64 years,5.0
2007,Mallow Town,Female,65 - 69 years,4.0
2007,Mallow Town,Female,70 - 74 years,8.0
2007,Mallow Town,Female,75 - 79 years,12.0
2007,Mallow Town,Female,80 - 84 years,9.0
2007,Mallow Town,Female,85 years and over,37.0
2007,Mallow Town,Female,All ages,85.0
2007,Rest of Co. Cork,Both sexes,Under 1 year,10.0
2007,Rest of Co. Cork,Both sexes,1 - 4 years,6.0
2007,Rest of Co. Cork,Both sexes,5 - 9 years,3.0
2007,Rest of Co. Cork,Both sexes,10 - 14 years,4.0
2007,Rest of Co. Cork,Both sexes,15 - 19 years,5.0
2007,Rest of Co. Cork,Both sexes,20 - 24 years,12.0
2007,Rest of Co. Cork,Both sexes,25 - 29 years,12.0
2007,Rest of Co. Cork,Both sexes,30 - 34 years,7.0
2007,Rest of Co. Cork,Both sexes,35 - 39 years,16.0
2007,Rest of Co. Cork,Both sexes,40 - 44 years,16.0
2007,Rest of Co. Cork,Both sexes,45 - 49 years,40.0
2007,Rest of Co. Cork,Both sexes,50 - 54 years,49.0
2007,Rest of Co. Cork,Both sexes,55 - 59 years,66.0
2007,Rest of Co. Cork,Both sexes,60 - 64 years,88.0
2007,Rest of Co. Cork,Both sexes,65 - 69 years,110.0
2007,Rest of Co. Cork,Both sexes,70 - 74 years,162.0
2007,Rest of Co. Cork,Both sexes,75 - 79 years,217.0
2007,Rest of Co. Cork,Both sexes,80 - 84 years,261.0
2007,Rest of Co. Cork,Both sexes,85 years and over,456.0
2007,Rest of Co. Cork,Both sexes,All ages,1540.0
2007,Rest of Co. Cork,Male,Under 1 year,5.0
2007,Rest of Co. Cork,Male,1 - 4 years,6.0
2007,Rest of Co. Cork,Male,5 - 9 years,2.0
2007,Rest of Co. Cork,Male,10 - 14 years,3.0
2007,Rest of Co. Cork,Male,15 - 19 years,3.0
2007,Rest of Co. Cork,Male,20 - 24 years,10.0
2007,Rest of Co. Cork,Male,25 - 29 years,10.0
2007,Rest of Co. Cork,Male,30 - 34 years,2.0
2007,Rest of Co. Cork,Male,35 - 39 years,12.0
2007,Rest of Co. Cork,Male,40 - 44 years,9.0
2007,Rest of Co. Cork,Male,45 - 49 years,28.0
2007,Rest of Co. Cork,Male,50 - 54 years,24.0
2007,Rest of Co. Cork,Male,55 - 59 years,38.0
2007,Rest of Co. Cork,Male,60 - 64 years,55.0
2007,Rest of Co. Cork,Male,65 - 69 years,75.0
2007,Rest of Co. Cork,Male,70 - 74 years,91.0
2007,Rest of Co. Cork,Male,75 - 79 years,120.0
2007,Rest of Co. Cork,Male,80 - 84 years,132.0
2007,Rest of Co. Cork,Male,85 years and over,160.0
2007,Rest of Co. Cork,Male,All ages,785.0
2007,Rest of Co. Cork,Female,Under 1 year,5.0
2007,Rest of Co. Cork,Female,1 - 4 years,0.0
2007,Rest of Co. Cork,Female,5 - 9 years,1.0
2007,Rest of Co. Cork,Female,10 - 14 years,1.0
2007,Rest of Co. Cork,Female,15 - 19 years,2.0
2007,Rest of Co. Cork,Female,20 - 24 years,2.0
2007,Rest of Co. Cork,Female,25 - 29 years,2.0
2007,Rest of Co. Cork,Female,30 - 34 years,5.0
2007,Rest of Co. Cork,Female,35 - 39 years,4.0
2007,Rest of Co. Cork,Female,40 - 44 years,7.0
2007,Rest of Co. Cork,Female,45 - 49 years,12.0
2007,Rest of Co. Cork,Female,50 - 54 years,25.0
2007,Rest of Co. Cork,Female,55 - 59 years,28.0
2007,Rest of Co. Cork,Female,60 - 64 years,33.0
2007,Rest of Co. Cork,Female,65 - 69 years,35.0
2007,Rest of Co. Cork,Female,70 - 74 years,71.0
2007,Rest of Co. Cork,Female,75 - 79 years,97.0
2007,Rest of Co. Cork,Female,80 - 84 years,129.0
2007,Rest of Co. Cork,Female,85 years and over,296.0
2007,Rest of Co. Cork,Female,All ages,755.0
2007,Kerry,Both sexes,Under 1 year,9.0
2007,Kerry,Both sexes,1 - 4 years,0.0
2007,Kerry,Both sexes,5 - 9 years,0.0
2007,Kerry,Both sexes,10 - 14 years,5.0
2007,Kerry,Both sexes,15 - 19 years,3.0
2007,Kerry,Both sexes,20 - 24 years,8.0
2007,Kerry,Both sexes,25 - 29 years,13.0
2007,Kerry,Both sexes,30 - 34 years,5.0
2007,Kerry,Both sexes,35 - 39 years,5.0
2007,Kerry,Both sexes,40 - 44 years,18.0
2007,Kerry,Both sexes,45 - 49 years,14.0
2007,Kerry,Both sexes,50 - 54 years,36.0
2007,Kerry,Both sexes,55 - 59 years,56.0
2007,Kerry,Both sexes,60 - 64 years,68.0
2007,Kerry,Both sexes,65 - 69 years,78.0
2007,Kerry,Both sexes,70 - 74 years,117.0
2007,Kerry,Both sexes,75 - 79 years,172.0
2007,Kerry,Both sexes,80 - 84 years,227.0
2007,Kerry,Both sexes,85 years and over,319.0
2007,Kerry,Both sexes,All ages,1153.0
2007,Kerry,Male,Under 1 year,4.0
2007,Kerry,Male,1 - 4 years,0.0
2007,Kerry,Male,5 - 9 years,0.0
2007,Kerry,Male,10 - 14 years,3.0
2007,Kerry,Male,15 - 19 years,2.0
2007,Kerry,Male,20 - 24 years,7.0
2007,Kerry,Male,25 - 29 years,11.0
2007,Kerry,Male,30 - 34 years,2.0
2007,Kerry,Male,35 - 39 years,1.0
2007,Kerry,Male,40 - 44 years,13.0
2007,Kerry,Male,45 - 49 years,7.0
2007,Kerry,Male,50 - 54 years,25.0
2007,Kerry,Male,55 - 59 years,42.0
2007,Kerry,Male,60 - 64 years,50.0
2007,Kerry,Male,65 - 69 years,51.0
2007,Kerry,Male,70 - 74 years,75.0
2007,Kerry,Male,75 - 79 years,97.0
2007,Kerry,Male,80 - 84 years,125.0
2007,Kerry,Male,85 years and over,127.0
2007,Kerry,Male,All ages,642.0
2007,Kerry,Female,Under 1 year,5.0
2007,Kerry,Female,1 - 4 years,0.0
2007,Kerry,Female,5 - 9 years,0.0
2007,Kerry,Female,10 - 14 years,2.0
2007,Kerry,Female,15 - 19 years,1.0
2007,Kerry,Female,20 - 24 years,1.0
2007,Kerry,Female,25 - 29 years,2.0
2007,Kerry,Female,30 - 34 years,3.0
2007,Kerry,Female,35 - 39 years,4.0
2007,Kerry,Female,40 - 44 years,5.0
2007,Kerry,Female,45 - 49 years,7.0
2007,Kerry,Female,50 - 54 years,11.0
2007,Kerry,Female,55 - 59 years,14.0
2007,Kerry,Female,60 - 64 years,18.0
2007,Kerry,Female,65 - 69 years,27.0
2007,Kerry,Female,70 - 74 years,42.0
2007,Kerry,Female,75 - 79 years,75.0
2007,Kerry,Female,80 - 84 years,102.0
2007,Kerry,Female,85 years and over,192.0
2007,Kerry,Female,All ages,511.0
2007,Killarney Town,Both sexes,Under 1 year,1.0
2007,Killarney Town,Both sexes,1 - 4 years,0.0
2007,Killarney Town,Both sexes,5 - 9 years,0.0
2007,Killarney Town,Both sexes,10 - 14 years,1.0
2007,Killarney Town,Both sexes,15 - 19 years,0.0
2007,Killarney Town,Both sexes,20 - 24 years,1.0
2007,Killarney Town,Both sexes,25 - 29 years,4.0
2007,Killarney Town,Both sexes,30 - 34 years,3.0
2007,Killarney Town,Both sexes,35 - 39 years,0.0
2007,Killarney Town,Both sexes,40 - 44 years,2.0
2007,Killarney Town,Both sexes,45 - 49 years,4.0
2007,Killarney Town,Both sexes,50 - 54 years,1.0
2007,Killarney Town,Both sexes,55 - 59 years,11.0
2007,Killarney Town,Both sexes,60 - 64 years,9.0
2007,Killarney Town,Both sexes,65 - 69 years,8.0
2007,Killarney Town,Both sexes,70 - 74 years,13.0
2007,Killarney Town,Both sexes,75 - 79 years,15.0
2007,Killarney Town,Both sexes,80 - 84 years,23.0
2007,Killarney Town,Both sexes,85 years and over,35.0
2007,Killarney Town,Both sexes,All ages,131.0
2007,Killarney Town,Male,Under 1 year,0.0
2007,Killarney Town,Male,1 - 4 years,0.0
2007,Killarney Town,Male,5 - 9 years,0.0
2007,Killarney Town,Male,10 - 14 years,1.0
2007,Killarney Town,Male,15 - 19 years,0.0
2007,Killarney Town,Male,20 - 24 years,1.0
2007,Killarney Town,Male,25 - 29 years,4.0
2007,Killarney Town,Male,30 - 34 years,1.0
2007,Killarney Town,Male,35 - 39 years,0.0
2007,Killarney Town,Male,40 - 44 years,2.0
2007,Killarney Town,Male,45 - 49 years,3.0
2007,Killarney Town,Male,50 - 54 years,1.0
2007,Killarney Town,Male,55 - 59 years,9.0
2007,Killarney Town,Male,60 - 64 years,6.0
2007,Killarney Town,Male,65 - 69 years,5.0
2007,Killarney Town,Male,70 - 74 years,12.0
2007,Killarney Town,Male,75 - 79 years,8.0
2007,Killarney Town,Male,80 - 84 years,11.0
2007,Killarney Town,Male,85 years and over,12.0
2007,Killarney Town,Male,All ages,76.0
2007,Killarney Town,Female,Under 1 year,1.0
2007,Killarney Town,Female,1 - 4 years,0.0
2007,Killarney Town,Female,5 - 9 years,0.0
2007,Killarney Town,Female,10 - 14 years,0.0
2007,Killarney Town,Female,15 - 19 years,0.0
2007,Killarney Town,Female,20 - 24 years,0.0
2007,Killarney Town,Female,25 - 29 years,0.0
2007,Killarney Town,Female,30 - 34 years,2.0
2007,Killarney Town,Female,35 - 39 years,0.0
2007,Killarney Town,Female,40 - 44 years,0.0
2007,Killarney Town,Female,45 - 49 years,1.0
2007,Killarney Town,Female,50 - 54 years,0.0
2007,Killarney Town,Female,55 - 59 years,2.0
2007,Killarney Town,Female,60 - 64 years,3.0
2007,Killarney Town,Female,65 - 69 years,3.0
2007,Killarney Town,Female,70 - 74 years,1.0
2007,Killarney Town,Female,75 - 79 years,7.0
2007,Killarney Town,Female,80 - 84 years,12.0
2007,Killarney Town,Female,85 years and over,23.0
2007,Killarney Town,Female,All ages,55.0
2007,Listowel Town,Both sexes,Under 1 year,1.0
2007,Listowel Town,Both sexes,1 - 4 years,0.0
2007,Listowel Town,Both sexes,5 - 9 years,0.0
2007,Listowel Town,Both sexes,10 - 14 years,0.0
2007,Listowel Town,Both sexes,15 - 19 years,0.0
2007,Listowel Town,Both sexes,20 - 24 years,0.0
2007,Listowel Town,Both sexes,25 - 29 years,1.0
2007,Listowel Town,Both sexes,30 - 34 years,0.0
2007,Listowel Town,Both sexes,35 - 39 years,0.0
2007,Listowel Town,Both sexes,40 - 44 years,1.0
2007,Listowel Town,Both sexes,45 - 49 years,0.0
2007,Listowel Town,Both sexes,50 - 54 years,3.0
2007,Listowel Town,Both sexes,55 - 59 years,0.0
2007,Listowel Town,Both sexes,60 - 64 years,5.0
2007,Listowel Town,Both sexes,65 - 69 years,2.0
2007,Listowel Town,Both sexes,70 - 74 years,8.0
2007,Listowel Town,Both sexes,75 - 79 years,14.0
2007,Listowel Town,Both sexes,80 - 84 years,17.0
2007,Listowel Town,Both sexes,85 years and over,17.0
2007,Listowel Town,Both sexes,All ages,69.0
2007,Listowel Town,Male,Under 1 year,1.0
2007,Listowel Town,Male,1 - 4 years,0.0
2007,Listowel Town,Male,5 - 9 years,0.0
2007,Listowel Town,Male,10 - 14 years,0.0
2007,Listowel Town,Male,15 - 19 years,0.0
2007,Listowel Town,Male,20 - 24 years,0.0
2007,Listowel Town,Male,25 - 29 years,1.0
2007,Listowel Town,Male,30 - 34 years,0.0
